xField[m],yField[m]
0.000000,72.000000
0.000000,0.000000
118.000000,0.000000
118.000000,72.000000
time[ISO-UTC],xPos[m],yPos[m],Latitude[deg],Longitude[deg],speed[km/h],hr[bpm],numSatFix[-],hdop[-]
20181031T190703600,97.610110,66.921220,46.371876,6.228520,0.460800,1.171332e+02,NaN,NaN
20181031T190703700,97.583967,66.899132,46.371875,6.228520,0.420840,1.171332e+02,NaN,NaN
20181031T190703800,97.570562,66.900895,46.371875,6.228520,0.335160,1.171332e+02,NaN,NaN
20181031T190703900,97.557823,66.877045,46.371875,6.228520,0.283680,1.168477e+02,NaN,NaN
20181031T190704000,97.534531,66.873726,46.371875,6.228520,0.263880,1.168477e+02,NaN,NaN
20181031T190704100,97.518274,66.856719,46.371875,6.228520,0.251640,1.168477e+02,NaN,NaN
20181031T190704200,97.502018,66.839713,46.371874,6.228520,0.268920,1.168477e+02,NaN,NaN
20181031T190704300,97.495648,66.827788,46.371874,6.228520,0.265680,1.168477e+02,NaN,NaN
20181031T190704400,97.482244,66.829550,46.371874,6.228520,0.273600,1.168477e+02,NaN,NaN
20181031T190704500,97.485761,66.822707,46.371874,6.228520,0.244440,1.168477e+02,NaN,NaN
20181031T190704600,97.462469,66.819388,46.371874,6.228520,0.281520,1.168477e+02,NaN,NaN
20181031T190704700,97.458952,66.826231,46.371874,6.228520,0.281520,1.166036e+02,NaN,NaN
20181031T190704800,97.458952,66.826231,46.371874,6.228520,0.270720,1.166036e+02,NaN,NaN
20181031T190704900,97.445548,66.827994,46.371874,6.228520,0.281160,1.166036e+02,NaN,NaN
20181031T190705000,97.445548,66.827994,46.371874,6.228520,0.281520,1.166036e+02,NaN,NaN
20181031T190705100,97.445548,66.827994,46.371874,6.228520,0.273240,1.166036e+02,NaN,NaN
20181031T190705200,97.449065,66.821150,46.371874,6.228520,0.248400,1.166036e+02,NaN,NaN
20181031T190705300,97.435661,66.822912,46.371874,6.228520,0.257040,1.166036e+02,NaN,NaN
20181031T190705400,97.452582,66.814306,46.371874,6.228520,0.259560,1.166036e+02,NaN,NaN
20181031T190705500,97.458952,66.826231,46.371874,6.228520,0.270720,1.163968e+02,NaN,NaN
20181031T190705600,97.472357,66.824469,46.371874,6.228520,0.247320,1.163968e+02,NaN,NaN
20181031T190705700,97.462469,66.819388,46.371874,6.228520,0.230040,1.163968e+02,NaN,NaN
20181031T190705800,97.492131,66.834632,46.371874,6.228520,0.248760,1.163968e+02,NaN,NaN
20181031T190705900,97.492131,66.834632,46.371874,6.228520,0.225000,1.163968e+02,NaN,NaN
20181031T190706000,97.482244,66.829550,46.371874,6.228520,0.203040,1.163968e+02,NaN,NaN
20181031T190706100,97.481579,66.855163,46.371874,6.228520,0.223920,1.163968e+02,NaN,NaN
20181031T190706200,97.478726,66.836394,46.371874,6.228520,0.228240,1.163968e+02,NaN,NaN
20181031T190706300,97.468175,66.856925,46.371874,6.228520,0.233280,1.163968e+02,NaN,NaN
20181031T190706400,97.492131,66.834632,46.371874,6.228520,0.259200,1.162395e+02,NaN,NaN
20181031T190706500,97.451918,66.839919,46.371874,6.228520,0.266400,1.162395e+02,NaN,NaN
20181031T190706600,97.448401,66.846762,46.371874,6.228520,0.275400,1.162395e+02,NaN,NaN
20181031T190706700,97.442031,66.834837,46.371874,6.228520,0.268560,1.162395e+02,NaN,NaN
20181031T190706800,97.442031,66.834837,46.371874,6.228520,0.228960,1.162395e+02,NaN,NaN
20181031T190706900,97.442031,66.834837,46.371874,6.228520,0.225000,1.162395e+02,NaN,NaN
20181031T190707000,97.428626,66.836600,46.371874,6.228520,0.220680,1.162395e+02,NaN,NaN
20181031T190707100,97.428626,66.836600,46.371874,6.228520,0.203760,1.162395e+02,NaN,NaN
20181031T190707200,97.425109,66.843443,46.371874,6.228520,0.196920,1.161461e+02,NaN,NaN
20181031T190707300,97.415222,66.838362,46.371874,6.228520,0.177120,1.161461e+02,NaN,NaN
20181031T190707400,97.425109,66.843443,46.371874,6.228520,0.129600,1.161461e+02,NaN,NaN
20181031T190707500,97.415222,66.838362,46.371874,6.228520,0.119520,1.161461e+02,NaN,NaN
20181031T190707600,97.425109,66.843443,46.371874,6.228520,0.105840,1.161461e+02,NaN,NaN
20181031T190707700,97.425109,66.843443,46.371874,6.228520,0.100440,1.161461e+02,NaN,NaN
20181031T190707800,97.425109,66.843443,46.371874,6.228520,0.111600,1.161461e+02,NaN,NaN
20181031T190707900,97.448401,66.846762,46.371874,6.228520,0.122760,1.161461e+02,NaN,NaN
20181031T190708000,97.448401,66.846762,46.371874,6.228520,0.123480,1.161043e+02,NaN,NaN
20181031T190708100,97.461805,66.845000,46.371874,6.228520,0.120960,1.161043e+02,NaN,NaN
20181031T190708200,97.471692,66.850081,46.371874,6.228520,0.117360,1.161043e+02,NaN,NaN
20181031T190708300,97.478062,66.862006,46.371874,6.228520,0.107280,1.161043e+02,NaN,NaN
20181031T190708400,97.487949,66.867088,46.371874,6.228520,0.098640,1.161043e+02,NaN,NaN
20181031T190708500,97.507723,66.877250,46.371875,6.228520,0.089280,1.161043e+02,NaN,NaN
20181031T190708600,97.517610,66.882332,46.371875,6.228520,0.084600,1.161043e+02,NaN,NaN
20181031T190708700,97.523980,66.894257,46.371875,6.228520,0.086400,1.161043e+02,NaN,NaN
20181031T190708800,97.543754,66.904420,46.371875,6.228520,0.088200,1.161015e+02,NaN,NaN
20181031T190708900,97.560011,66.921426,46.371875,6.228520,0.080640,1.161015e+02,NaN,NaN
20181031T190709000,97.579785,66.931589,46.371876,6.228520,0.086040,1.161015e+02,NaN,NaN
20181031T190709100,97.586154,66.943514,46.371876,6.228520,0.084240,1.161015e+02,NaN,NaN
20181031T190709200,97.602411,66.960520,46.371876,6.228519,0.090000,1.161015e+02,NaN,NaN
20181031T190709300,97.612298,66.965601,46.371876,6.228519,0.100080,1.161015e+02,NaN,NaN
20181031T190709400,97.622185,66.970683,46.371876,6.228519,0.113400,1.161015e+02,NaN,NaN
20181031T190709500,97.638442,66.987689,46.371876,6.228519,0.127800,1.161015e+02,NaN,NaN
20181031T190709600,97.638442,66.987689,46.371876,6.228519,0.120600,1.161015e+02,NaN,NaN
20181031T190709700,97.658216,66.997852,46.371876,6.228519,0.132840,1.161499e+02,NaN,NaN
20181031T190709800,97.658216,66.997852,46.371876,6.228519,0.124920,1.161499e+02,NaN,NaN
20181031T190709900,97.668103,67.002933,46.371876,6.228519,0.117720,1.161499e+02,NaN,NaN
20181031T190710000,97.664586,67.009777,46.371876,6.228519,0.112680,1.161499e+02,NaN,NaN
20181031T190710100,97.677990,67.008014,46.371877,6.228519,0.108720,1.161499e+02,NaN,NaN
20181031T190710200,97.674473,67.014858,46.371877,6.228519,0.101880,1.161499e+02,NaN,NaN
20181031T190710300,97.684360,67.019939,46.371877,6.228519,0.108720,1.161499e+02,NaN,NaN
20181031T190710400,97.690730,67.031865,46.371877,6.228519,0.121680,1.161499e+02,NaN,NaN
20181031T190710500,97.704134,67.030102,46.371877,6.228519,0.119160,1.162518e+02,NaN,NaN
20181031T190710600,97.716874,67.053952,46.371877,6.228519,0.155160,1.162518e+02,NaN,NaN
20181031T190710700,97.740165,67.057271,46.371877,6.228519,0.184680,1.162518e+02,NaN,NaN
20181031T190710800,97.753569,67.055509,46.371877,6.228519,0.193320,1.162518e+02,NaN,NaN
20181031T190710900,97.773343,67.065672,46.371878,6.228519,0.214920,1.162518e+02,NaN,NaN
20181031T190711000,97.789600,67.082678,46.371878,6.228519,0.259200,1.162518e+02,NaN,NaN
20181031T190711100,97.799487,67.087759,46.371878,6.228519,0.271080,1.162518e+02,NaN,NaN
20181031T190711200,97.812892,67.085997,46.371878,6.228519,0.289800,1.162518e+02,NaN,NaN
20181031T190711300,97.809374,67.092841,46.371878,6.228519,0.298080,1.164046e+02,NaN,NaN
20181031T190711400,97.832666,67.096160,46.371878,6.228519,0.305640,1.164046e+02,NaN,NaN
20181031T190711500,97.852440,67.106322,46.371878,6.228519,0.343440,1.164046e+02,NaN,NaN
20181031T190711600,97.862327,67.111404,46.371879,6.228519,0.336960,1.164046e+02,NaN,NaN
20181031T190711700,97.875731,67.109641,46.371879,6.228519,0.311040,1.164046e+02,NaN,NaN
20181031T190711800,97.879248,67.102798,46.371879,6.228519,0.308160,1.164046e+02,NaN,NaN
20181031T190711900,97.882766,67.095954,46.371879,6.228520,0.296280,1.164046e+02,NaN,NaN
20181031T190712000,97.885618,67.114723,46.371879,6.228519,0.273600,1.164046e+02,NaN,NaN
20181031T190712100,97.882101,67.121566,46.371879,6.228519,0.282240,1.164046e+02,NaN,NaN
20181031T190712200,97.882101,67.121566,46.371879,6.228519,0.280080,1.166013e+02,NaN,NaN
20181031T190712300,97.898358,67.138573,46.371879,6.228519,0.282240,1.166013e+02,NaN,NaN
20181031T190712400,97.918132,67.148735,46.371879,6.228519,0.287280,1.166013e+02,NaN,NaN
20181031T190712500,97.928019,67.153817,46.371879,6.228519,0.244440,1.166013e+02,NaN,NaN
20181031T190712600,97.954163,67.175904,46.371879,6.228519,0.249120,1.166013e+02,NaN,NaN
20181031T190712700,97.993711,67.196230,46.371880,6.228519,0.271440,1.166013e+02,NaN,NaN
20181031T190712800,98.003598,67.201311,46.371880,6.228519,0.269280,1.166013e+02,NaN,NaN
20181031T190712900,98.033259,67.216555,46.371880,6.228519,0.297720,1.166013e+02,NaN,NaN
20181031T190713000,98.039629,67.228480,46.371880,6.228519,0.279720,1.168304e+02,NaN,NaN
20181031T190713100,98.069290,67.243724,46.371881,6.228519,0.292320,1.168304e+02,NaN,NaN
20181031T190713200,98.092581,67.247043,46.371881,6.228519,0.326520,1.168304e+02,NaN,NaN
20181031T190713300,98.089064,67.253887,46.371881,6.228519,0.313920,1.168304e+02,NaN,NaN
20181031T190713400,98.098951,67.258968,46.371881,6.228519,0.308160,1.168304e+02,NaN,NaN
20181031T190713500,98.128612,67.274212,46.371881,6.228519,0.371160,1.168304e+02,NaN,NaN
20181031T190713600,98.118725,67.269131,46.371881,6.228519,0.360000,1.168304e+02,NaN,NaN
20181031T190713700,98.105321,67.270893,46.371881,6.228519,0.329400,1.168304e+02,NaN,NaN
20181031T190713800,98.105321,67.270893,46.371881,6.228519,0.327240,1.170827e+02,NaN,NaN
20181031T190713900,98.118725,67.269131,46.371881,6.228519,0.308880,1.170827e+02,NaN,NaN
20181031T190714000,98.128612,67.274212,46.371881,6.228519,0.315000,1.170827e+02,NaN,NaN
20181031T190714100,98.118725,67.269131,46.371881,6.228519,0.280080,1.170827e+02,NaN,NaN
20181031T190714200,98.105321,67.270893,46.371881,6.228519,0.239400,1.170827e+02,NaN,NaN
20181031T190714300,98.115208,67.275975,46.371881,6.228519,0.227160,1.170827e+02,NaN,NaN
20181031T190714400,98.101804,67.277737,46.371881,6.228519,0.213840,1.170827e+02,NaN,NaN
20181031T190714500,98.094769,67.291424,46.371881,6.228519,0.146160,1.170827e+02,NaN,NaN
20181031T190714600,98.094769,67.291424,46.371881,6.228519,0.133560,1.170827e+02,NaN,NaN
20181031T190714700,98.101139,67.303349,46.371881,6.228518,0.120960,1.179376e+02,NaN,NaN
20181031T190714800,98.077848,67.300030,46.371881,6.228518,0.135720,1.179376e+02,NaN,NaN
20181031T190714900,98.084217,67.311955,46.371881,6.228518,0.129240,1.179376e+02,NaN,NaN
20181031T190715000,98.094104,67.317037,46.371881,6.228518,0.132480,1.179376e+02,NaN,NaN
20181031T190715100,98.090587,67.323880,46.371881,6.228518,0.136800,1.179376e+02,NaN,NaN
20181031T190715200,98.080700,67.318799,46.371881,6.228518,0.133560,1.179376e+02,NaN,NaN
20181031T190715300,98.073666,67.332486,46.371881,6.228518,0.154080,1.179376e+02,NaN,NaN
20181031T190715400,98.083553,67.337568,46.371881,6.228518,0.142560,1.179376e+02,NaN,NaN
20181031T190715500,98.080035,67.344411,46.371881,6.228518,0.140760,1.187640e+02,NaN,NaN
20181031T190715600,98.089923,67.349493,46.371881,6.228518,0.137520,1.187640e+02,NaN,NaN
20181031T190715700,98.099810,67.354574,46.371881,6.228518,0.141480,1.187640e+02,NaN,NaN
20181031T190715800,98.109697,67.359656,46.371882,6.228518,0.125280,1.187640e+02,NaN,NaN
20181031T190715900,98.102662,67.373343,46.371882,6.228518,0.116640,1.187640e+02,NaN,NaN
20181031T190716000,98.112549,67.378424,46.371882,6.228518,0.102240,1.187640e+02,NaN,NaN
20181031T190716100,98.122436,67.383506,46.371882,6.228518,0.107280,1.187640e+02,NaN,NaN
20181031T190716200,98.118919,67.390349,46.371882,6.228518,0.107640,1.187640e+02,NaN,NaN
20181031T190716300,98.125289,67.402274,46.371882,6.228518,0.092160,1.197700e+02,NaN,NaN
20181031T190716400,98.145063,67.412437,46.371882,6.228518,0.092160,1.197700e+02,NaN,NaN
20181031T190716500,98.154950,67.417518,46.371882,6.228518,0.107280,1.197700e+02,NaN,NaN
20181031T190716600,98.164837,67.422600,46.371882,6.228518,0.109440,1.197700e+02,NaN,NaN
20181031T190716700,98.171207,67.434525,46.371882,6.228517,0.110520,1.197700e+02,NaN,NaN
20181031T190716800,98.177576,67.446450,46.371882,6.228517,0.108720,1.197700e+02,NaN,NaN
20181031T190716900,98.187464,67.451531,46.371882,6.228517,0.110520,1.197700e+02,NaN,NaN
20181031T190717000,98.203720,67.468537,46.371883,6.228517,0.119520,1.197700e+02,NaN,NaN
20181031T190717100,98.210090,67.480462,46.371883,6.228517,0.115920,1.197700e+02,NaN,NaN
20181031T190717200,98.219977,67.485544,46.371883,6.228517,0.107640,1.210067e+02,NaN,NaN
20181031T190717300,98.226347,67.497469,46.371883,6.228517,0.105120,1.210067e+02,NaN,NaN
20181031T190717400,98.236234,67.502550,46.371883,6.228517,0.104040,1.210067e+02,NaN,NaN
20181031T190717500,98.242604,67.514475,46.371883,6.228517,0.084240,1.210067e+02,NaN,NaN
20181031T190717600,98.248974,67.526400,46.371883,6.228517,0.077400,1.210067e+02,NaN,NaN
20181031T190717700,98.255343,67.538325,46.371883,6.228517,0.075600,1.210067e+02,NaN,NaN
20181031T190717800,98.261713,67.550250,46.371884,6.228517,0.078840,1.210067e+02,NaN,NaN
20181031T190717900,98.271600,67.555332,46.371884,6.228517,0.077040,1.210067e+02,NaN,NaN
20181031T190718000,98.277970,67.567257,46.371884,6.228517,0.075240,1.222629e+02,NaN,NaN
20181031T190718100,98.284340,67.579182,46.371884,6.228516,0.065880,1.222629e+02,NaN,NaN
20181031T190718200,98.290710,67.591107,46.371884,6.228516,0.072000,1.222629e+02,NaN,NaN
20181031T190718300,98.290710,67.591107,46.371884,6.228516,0.076320,1.222629e+02,NaN,NaN
20181031T190718400,98.314001,67.594426,46.371884,6.228516,0.086040,1.222629e+02,NaN,NaN
20181031T190718500,98.306966,67.608113,46.371884,6.228516,0.099720,1.222629e+02,NaN,NaN
20181031T190718600,98.316854,67.613195,46.371884,6.228516,0.106560,1.222629e+02,NaN,NaN
20181031T190718700,98.326741,67.618276,46.371884,6.228516,0.114120,1.222629e+02,NaN,NaN
20181031T190718800,98.329593,67.637045,46.371884,6.228516,0.112680,1.235246e+02,NaN,NaN
20181031T190718900,98.339480,67.642126,46.371885,6.228516,0.108720,1.235246e+02,NaN,NaN
20181031T190719000,98.359254,67.652289,46.371885,6.228516,0.105840,1.235246e+02,NaN,NaN
20181031T190719100,98.365624,67.664214,46.371885,6.228516,0.118800,1.235246e+02,NaN,NaN
20181031T190719200,98.371994,67.676139,46.371885,6.228516,0.112680,1.235246e+02,NaN,NaN
20181031T190719300,98.381881,67.681220,46.371885,6.228516,0.111960,1.235246e+02,NaN,NaN
20181031T190719400,98.384733,67.699989,46.371885,6.228516,0.098640,1.235246e+02,NaN,NaN
20181031T190719500,98.391103,67.711914,46.371885,6.228516,0.089640,1.235246e+02,NaN,NaN
20181031T190719600,98.387586,67.718757,46.371885,6.228515,0.083520,1.235246e+02,NaN,NaN
20181031T190719700,98.393956,67.730682,46.371885,6.228515,0.080640,1.247805e+02,NaN,NaN
20181031T190719800,98.390439,67.737526,46.371885,6.228515,0.075600,1.247805e+02,NaN,NaN
20181031T190719900,98.406695,67.754533,46.371885,6.228515,0.086400,1.247805e+02,NaN,NaN
20181031T190720000,98.403178,67.761376,46.371885,6.228515,0.079920,1.247805e+02,NaN,NaN
20181031T190720100,98.413065,67.766458,46.371886,6.228515,0.068760,1.247805e+02,NaN,NaN
20181031T190720200,98.415918,67.785226,46.371886,6.228515,0.070560,1.247805e+02,NaN,NaN
20181031T190720300,98.422288,67.797151,46.371886,6.228515,0.071280,1.247805e+02,NaN,NaN
20181031T190720400,98.428657,67.809076,46.371886,6.228515,0.072360,1.247805e+02,NaN,NaN
20181031T190720500,98.435027,67.821001,46.371886,6.228515,0.074160,1.259819e+02,NaN,NaN
20181031T190720600,98.454801,67.831164,46.371886,6.228515,0.087840,1.259819e+02,NaN,NaN
20181031T190720700,98.454136,67.856777,46.371886,6.228514,0.093600,1.259819e+02,NaN,NaN
20181031T190720800,98.470393,67.873783,46.371887,6.228514,0.088200,1.259819e+02,NaN,NaN
20181031T190720900,98.476763,67.885708,46.371887,6.228514,0.077040,1.259819e+02,NaN,NaN
20181031T190721000,98.493020,67.902714,46.371887,6.228514,0.087120,1.259819e+02,NaN,NaN
20181031T190721100,98.489503,67.909558,46.371887,6.228514,0.092160,1.259819e+02,NaN,NaN
20181031T190721200,98.492355,67.928327,46.371887,6.228514,0.088560,1.259819e+02,NaN,NaN
20181031T190721300,98.502242,67.933408,46.371887,6.228514,0.093960,1.271259e+02,NaN,NaN
20181031T190721400,98.508612,67.945333,46.371887,6.228514,0.090720,1.271259e+02,NaN,NaN
20181031T190721500,98.514982,67.957258,46.371887,6.228513,0.091080,1.271259e+02,NaN,NaN
20181031T190721600,98.511465,67.964102,46.371887,6.228513,0.087480,1.271259e+02,NaN,NaN
20181031T190721700,98.527722,67.981108,46.371887,6.228513,0.083880,1.271259e+02,NaN,NaN
20181031T190721800,98.534091,67.993033,46.371887,6.228513,0.090720,1.271259e+02,NaN,NaN
20181031T190721900,98.530574,67.999877,46.371887,6.228513,0.108000,1.271259e+02,NaN,NaN
20181031T190722000,98.543314,68.023727,46.371888,6.228513,0.096120,1.271259e+02,NaN,NaN
20181031T190722100,98.543314,68.023727,46.371888,6.228513,0.095760,1.271259e+02,NaN,NaN
20181031T190722200,98.549683,68.035652,46.371888,6.228513,0.100080,1.282114e+02,NaN,NaN
20181031T190722300,98.556053,68.047577,46.371888,6.228513,0.086040,1.282114e+02,NaN,NaN
20181031T190722400,98.565940,68.052658,46.371888,6.228513,0.087120,1.282114e+02,NaN,NaN
20181031T190722500,98.572310,68.064583,46.371888,6.228512,0.084240,1.282114e+02,NaN,NaN
20181031T190722600,98.592084,68.074746,46.371888,6.228512,0.075240,1.282114e+02,NaN,NaN
20181031T190722700,98.592084,68.074746,46.371888,6.228512,0.081720,1.282114e+02,NaN,NaN
20181031T190722800,98.594937,68.093515,46.371888,6.228512,0.083880,1.282114e+02,NaN,NaN
20181031T190722900,98.608341,68.091753,46.371888,6.228512,0.075600,1.282114e+02,NaN,NaN
20181031T190723000,98.611194,68.110521,46.371889,6.228512,0.084240,1.292351e+02,NaN,NaN
20181031T190723100,98.611194,68.110521,46.371889,6.228512,0.085680,1.292351e+02,NaN,NaN
20181031T190723200,98.617563,68.122446,46.371889,6.228512,0.089280,1.292351e+02,NaN,NaN
20181031T190723300,98.637337,68.132609,46.371889,6.228512,0.105840,1.292351e+02,NaN,NaN
20181031T190723400,98.633820,68.139453,46.371889,6.228512,0.113040,1.292351e+02,NaN,NaN
20181031T190723500,98.643707,68.144534,46.371889,6.228512,0.114120,1.292351e+02,NaN,NaN
20181031T190723600,98.650077,68.156459,46.371889,6.228512,0.121680,1.292351e+02,NaN,NaN
20181031T190723700,98.650077,68.156459,46.371889,6.228512,0.117360,1.292351e+02,NaN,NaN
20181031T190723800,98.656447,68.168384,46.371889,6.228512,0.117000,1.298665e+02,NaN,NaN
20181031T190723900,98.666334,68.173465,46.371889,6.228512,0.116280,1.298665e+02,NaN,NaN
20181031T190724000,98.672704,68.185390,46.371889,6.228512,0.114840,1.298665e+02,NaN,NaN
20181031T190724100,98.679073,68.197315,46.371890,6.228512,0.111240,1.298665e+02,NaN,NaN
20181031T190724200,98.688960,68.202397,46.371890,6.228512,0.115560,1.298665e+02,NaN,NaN
20181031T190724300,98.691813,68.221166,46.371890,6.228511,0.114840,1.298665e+02,NaN,NaN
20181031T190724400,98.705217,68.219403,46.371890,6.228512,0.119160,1.298665e+02,NaN,NaN
20181031T190724500,98.701700,68.226247,46.371890,6.228511,0.131760,1.298665e+02,NaN,NaN
20181031T190724600,98.717957,68.243253,46.371890,6.228511,0.126000,1.298665e+02,NaN,NaN
20181031T190724700,98.714440,68.250097,46.371890,6.228511,0.116280,1.304116e+02,NaN,NaN
20181031T190724800,98.734214,68.260260,46.371890,6.228511,0.133560,1.304116e+02,NaN,NaN
20181031T190724900,98.730697,68.267103,46.371890,6.228511,0.138240,1.304116e+02,NaN,NaN
20181031T190725000,98.733549,68.285872,46.371890,6.228511,0.138960,1.304116e+02,NaN,NaN
20181031T190725100,98.743436,68.290953,46.371890,6.228511,0.149760,1.304116e+02,NaN,NaN
20181031T190725200,98.736402,68.304641,46.371890,6.228511,0.146520,1.304116e+02,NaN,NaN
20181031T190725300,98.742771,68.316566,46.371890,6.228511,0.129600,1.304116e+02,NaN,NaN
20181031T190725400,98.749141,68.328491,46.371891,6.228511,0.114480,1.304116e+02,NaN,NaN
20181031T190725500,98.759028,68.333572,46.371891,6.228511,0.108360,1.305829e+02,NaN,NaN
20181031T190725600,98.765398,68.345497,46.371891,6.228510,0.102960,1.305829e+02,NaN,NaN
20181031T190725700,98.778138,68.369347,46.371891,6.228510,0.102240,1.305829e+02,NaN,NaN
20181031T190725800,98.790877,68.393197,46.371891,6.228510,0.081720,1.305829e+02,NaN,NaN
20181031T190725900,98.817021,68.415285,46.371891,6.228510,0.068760,1.305829e+02,NaN,NaN
20181031T190726000,98.829761,68.439135,46.371892,6.228510,0.063000,1.305829e+02,NaN,NaN
20181031T190726100,98.832613,68.457904,46.371892,6.228510,0.056160,1.305829e+02,NaN,NaN
20181031T190726200,98.848870,68.474910,46.371892,6.228509,0.047520,1.305829e+02,NaN,NaN
20181031T190726300,98.851723,68.493679,46.371892,6.228509,0.051840,1.305084e+02,NaN,NaN
20181031T190726400,98.864462,68.517529,46.371892,6.228509,0.072000,1.305084e+02,NaN,NaN
20181031T190726500,98.880719,68.534535,46.371893,6.228509,0.062640,1.305084e+02,NaN,NaN
20181031T190726600,98.883572,68.553304,46.371893,6.228509,0.061560,1.305084e+02,NaN,NaN
20181031T190726700,98.889941,68.565229,46.371893,6.228509,0.069840,1.305084e+02,NaN,NaN
20181031T190726800,98.896311,68.577154,46.371893,6.228509,0.071280,1.305084e+02,NaN,NaN
20181031T190726900,98.909051,68.601004,46.371893,6.228508,0.069840,1.305084e+02,NaN,NaN
20181031T190727000,98.915421,68.612929,46.371893,6.228508,0.072000,1.305084e+02,NaN,NaN
20181031T190727100,98.921790,68.624854,46.371893,6.228508,0.065160,1.303693e+02,NaN,NaN
20181031T190727200,98.924643,68.643623,46.371893,6.228508,0.074160,1.303693e+02,NaN,NaN
20181031T190727300,98.934530,68.648704,46.371893,6.228508,0.082800,1.303693e+02,NaN,NaN
20181031T190727400,98.940900,68.660629,46.371893,6.228508,0.070200,1.303693e+02,NaN,NaN
20181031T190727500,98.943752,68.679398,46.371894,6.228508,0.076320,1.303693e+02,NaN,NaN
20181031T190727600,98.960009,68.696405,46.371894,6.228508,0.084240,1.303693e+02,NaN,NaN
20181031T190727700,98.960009,68.696405,46.371894,6.228508,0.087840,1.303693e+02,NaN,NaN
20181031T190727800,98.962862,68.715173,46.371894,6.228507,0.088560,1.303693e+02,NaN,NaN
20181031T190727900,98.969232,68.727098,46.371894,6.228507,0.094680,1.303693e+02,NaN,NaN
20181031T190728000,98.962197,68.740786,46.371894,6.228507,0.095760,1.301315e+02,NaN,NaN
20181031T190728100,98.972084,68.745867,46.371894,6.228507,0.100800,1.301315e+02,NaN,NaN
20181031T190728200,98.978454,68.757792,46.371894,6.228507,0.114120,1.301315e+02,NaN,NaN
20181031T190728300,98.981306,68.776561,46.371894,6.228507,0.115920,1.301315e+02,NaN,NaN
20181031T190728400,98.960868,68.792011,46.371894,6.228506,0.144360,1.301315e+02,NaN,NaN
20181031T190728500,98.967238,68.803936,46.371894,6.228506,0.155160,1.301315e+02,NaN,NaN
20181031T190728600,98.970090,68.822704,46.371894,6.228506,0.167760,1.301315e+02,NaN,NaN
20181031T190728700,98.959538,68.843235,46.371894,6.228506,0.185400,1.301315e+02,NaN,NaN
20181031T190728800,98.969425,68.848317,46.371894,6.228506,0.181800,1.297717e+02,NaN,NaN
20181031T190728900,98.965908,68.855160,46.371894,6.228506,0.180000,1.297717e+02,NaN,NaN
20181031T190729000,98.962391,68.862004,46.371894,6.228506,0.174600,1.297717e+02,NaN,NaN
20181031T190729100,98.945469,68.870610,46.371894,6.228505,0.183240,1.297717e+02,NaN,NaN
20181031T190729200,98.938435,68.884298,46.371894,6.228505,0.194760,1.297717e+02,NaN,NaN
20181031T190729300,98.921513,68.892904,46.371894,6.228505,0.219600,1.297717e+02,NaN,NaN
20181031T190729400,98.914479,68.906591,46.371894,6.228505,0.219600,1.297717e+02,NaN,NaN
20181031T190729500,98.897557,68.915197,46.371894,6.228505,0.241200,1.297717e+02,NaN,NaN
20181031T190729600,98.894040,68.922041,46.371894,6.228505,0.240480,1.297307e+02,NaN,NaN
20181031T190729700,98.887006,68.935728,46.371894,6.228504,0.234720,1.297307e+02,NaN,NaN
20181031T190729800,98.893375,68.947653,46.371894,6.228504,0.233640,1.297307e+02,NaN,NaN
20181031T190729900,98.879971,68.949415,46.371894,6.228504,0.236880,1.297307e+02,NaN,NaN
20181031T190730000,98.872937,68.963103,46.371894,6.228504,0.256680,1.297307e+02,NaN,NaN
20181031T190730100,98.899081,68.985191,46.371894,6.228504,0.277560,1.297307e+02,NaN,NaN
20181031T190730200,98.885676,68.986953,46.371894,6.228504,0.248040,1.297307e+02,NaN,NaN
20181031T190730300,98.888529,69.005722,46.371894,6.228504,0.234720,1.297307e+02,NaN,NaN
20181031T190730400,98.908303,69.015884,46.371895,6.228504,0.244440,1.297307e+02,NaN,NaN
20181031T190730500,98.914673,69.027809,46.371895,6.228503,0.239400,1.298375e+02,NaN,NaN
20181031T190730600,98.921042,69.039734,46.371895,6.228503,0.249480,1.298375e+02,NaN,NaN
20181031T190730700,98.917525,69.046578,46.371895,6.228503,0.248400,1.298375e+02,NaN,NaN
20181031T190730800,98.914008,69.053422,46.371895,6.228503,0.267840,1.298375e+02,NaN,NaN
20181031T190730900,98.910491,69.060265,46.371895,6.228503,0.275400,1.298375e+02,NaN,NaN
20181031T190731000,98.906974,69.067109,46.371895,6.228503,0.282240,1.298375e+02,NaN,NaN
20181031T190731100,98.910491,69.060265,46.371895,6.228503,0.261720,1.298375e+02,NaN,NaN
20181031T190731200,98.916861,69.072191,46.371895,6.228503,0.279720,1.298375e+02,NaN,NaN
20181031T190731300,98.916861,69.072191,46.371895,6.228503,0.261360,1.299363e+02,NaN,NaN
20181031T190731400,98.913343,69.079034,46.371895,6.228503,0.227160,1.299363e+02,NaN,NaN
20181031T190731500,98.919713,69.090959,46.371895,6.228503,0.201240,1.299363e+02,NaN,NaN
20181031T190731600,98.939487,69.101122,46.371895,6.228503,0.186120,1.299363e+02,NaN,NaN
20181031T190731700,98.943004,69.094278,46.371895,6.228503,0.172800,1.299363e+02,NaN,NaN
20181031T190731800,98.943004,69.094278,46.371895,6.228503,0.167040,1.299363e+02,NaN,NaN
